Macro Name,Name,Description,Size,Type,Class,Purpose,Hull,Mass,Price Min,Price Avg,Price Max,Cargo,Missiles,Drones,Units,Crew,Race,Engine Slots,Shield Slots,Weapon Slots,Turret Slots,Unknown Slots,Total Slots,Forward Drag,Pitch Inertia,Yaw Inertia,Roll Inertia
ship_spl_m_miner_solid_01_a_macro,Alligator (Mineral),"The Split Alligator is a light miner, suitable for a range of resource harvesting needs. Function is prioritised over comfort, so pilots may wish to bring a cushion.\n\nThis version of the Alligator is optimised for asteroid mining.",m,miner,ship_m,mine,4800,36.617,200855,236300,271745,0,20,0,0,8,split,1,1,6,2,4,14,5.2,12.0,12.0,10.0
ship_spl_m_trans_container_01_a_macro,Boa,Nowhere in the owner's manual is the Boa explicitly described as a smuggling vessel. Law-abiding pilots insist that the ship's surprising speed is used to outrun pirates.,m,transporter,ship_m,trade,7400,48.0,317679,373740,429801,0,20,0,0,20,split,3,2,3,4,6,18,8.887,15.581,15.581,12.465
ship_spl_m_frigate_01_a_macro,Cobra,"Famed privateer Ra t'Knt built her infamous career on the decks of the Cobra. Starting out as a debt collector, she would swoop in and snipe turrets from her clients' debtors. This typically left them no choice but to repay, with interest and fees, or they would lose their ship as collateral.\n\nAfter some time, Ra t'Knt's known whereabouts became more sporadic, until they ended altogether. Split speculation is that, under an assumed identity, she now runs a fleet of Cobras and no longer requires a tiresome, legal basis when separating pilots from their vehicles.",m,frigate,ship_m,fight,32000,38.045,1846659,2172540,2498421,0,100,0,5,25,split,2,1,0,2,4,9,8.588,9.1,9.1,7.8
ship_spl_m_corvette_01_a_macro,Dragon,"Early tragedies stoked a general sentiment among Split pilots that the Dragon is a cursed vessel. However, it has, over the decades, become recognised as a formidable warship. The Dragon cannot be discounted in a one-on-one battle with any ship in the known universe.",m,corvette,ship_m,fight,17000,23.476,1056903,1243415,1429927,0,40,0,0,6,split,2,1,2,2,4,11,3.1,7.018,7.018,5.614
ship_spl_m_corvette_01_b_macro,Dragon Raider,"Early tragedies stoked a general sentiment among Split pilots that the Dragon is a cursed vessel. However, it has, over the decades, become recognised as a formidable warship. The Dragon cannot be discounted in a one-on-one battle with any ship in the known universe.\n\nSomething that started out as nothing more than a Split Free Families Dragon modifying competition, eventually resulted in the specification of the Dragon Raider. A fleet of these particular beasts is sufficient to terrorise the most well-defended systems.",m,corvette,ship_m,fight,8000,17.607,628375,739265,850155,0,8,0,0,5,split,2,1,0,2,4,9,2.6,2.961,2.961,2.369
ship_spl_m_bomber_01_a_macro,Viper,No information available(No information available),m,gunboat,ship_m,fight,25000,35.418,0,0,0,0,40,0,0,8,split,2,3,3,4,4,16,6.089,12.092,12.092,9.673
ship_tel_m_trans_container_03_a_macro,Cormorant Vanguard,"The Cormorant is unusual for a Teladi ship as it is tailored for freelancers. A light freighter with very basic construction specifications, it is inexpensive and accessible for most entrepreneurs starting out in business.\n\nThe Cormorant Vanguard is not well armed, however, it is resilient. Many of the fittings successfully remain attached during spaceflight.",m,transporter,ship_m,trade,10000,63.0,356006,418830,481655,0,20,0,0,17,teladi,2,3,3,4,4,16,15.8,13.0,13.0,10.75
ship_tel_m_miner_liquid_01_a_macro,Manorina (Gas),"While ostensibly a resource harvester, some enterprising captains have repurposed the Teladi Manorina as a low-cost gunship, taking full advantage of its outstanding shielding capacity. Some even go as far as retaining the mining drill as a weapon, due to its extended range. Suspicions are occasionally expressed that this is a Teladi artifice for trading a weapon of war under civilian guise, avoiding the requirement for a military licence.\n\nThe Manorina can also be used to collect gas, and the Vanguard model adds a useful degree of speed.",m,miner,ship_m,mine,3700,28.725,101035,118865,136695,10800,20,0,0,9,teladi,2,3,3,4,6,18,4.1,8.66,8.66,6.928
ship_tel_m_miner_liquid_01_b_macro,Manorina (Gas),"While ostensibly a resource harvester, some enterprising captains have repurposed the Teladi Manorina as a low-cost gunship, taking full advantage of its outstanding shielding capacity. Some even go as far as retaining the mining drill as a weapon, due to its extended range. Suspicions are occasionally expressed that this is a Teladi artifice for trading a weapon of war under civilian guise, avoiding the requirement for a military licence.\n\nThe Manorina can also be used for harmless gas collection. The Sentinel model boasts increased storage capacity.",m,miner,ship_m,mine,4500,34.47,122349,143940,165531,12960,20,0,0,7,teladi,2,3,3,4,6,18,4.708,10.111,10.111,8.089
ship_tel_m_miner_solid_01_a_macro,Manorina (Mineral),"While ostensibly a resource harvester, some enterprising captains have repurposed the Teladi Manorina as a low-cost gunship, taking full advantage of its outstanding shielding capacity. Some even go as far as retaining the mining drill as a weapon, due to its extended range. Suspicions are occasionally expressed that this is a Teladi artifice for trading a weapon of war under civilian guise, avoiding the requirement for a military licence.\n\nThe Manorina can also be used to mine asteroids, and the Vanguard model adds a degree of speed in either use case.",m,miner,ship_m,mine,3700,28.725,101035,118865,136695,10000,20,0,0,10,teladi,1,2,0,2,4,9,4.1,8.66,8.66,6.928
ship_tel_m_miner_solid_01_b_macro,Manorina (Mineral),"While ostensibly a resource harvester, some enterprising captains have repurposed the Teladi Manorina as a low-cost gunship, taking full advantage of its outstanding shielding capacity. Some even go as far as retaining the mining drill as a weapon, due to its extended range. Suspicions are occasionally expressed that this is a Teladi artifice for trading a weapon of war under civilian guise, avoiding the requirement for a military licence.\n\nThe Manorina can also be used to mine asteroids, and the Sentinel variation adds some resilience to stray rocks or foes alike.",m,miner,ship_m,mine,4500,34.47,122349,143940,165531,12000,20,0,0,8,teladi,1,2,0,2,4,9,4.708,10.111,10.111,8.089
ship_tel_m_frigate_01_b_macro,Osprey Sentinel,"The Teladi Osprey is a surprisingly effective frigate with significant cargo capacity. On this basis, it can be used as a well-armed and speedy alternative to a standard freighter for trade runs where prejudice is anticipated.\n\nThe Sentinel variation compromises speed in favour of additional cargo space.",m,frigate,ship_m,fight,39000,82.42,1074162,1263720,1453278,2916,100,0,17,12,teladi,1,2,1,2,4,10,19.0,8.443,8.443,6.754
ship_tel_m_frigate_01_a_macro,Osprey Vanguard,"The Teladi Osprey is a surprisingly effective frigate with significant cargo capacity. On this basis, it can be used as a well-armed and speedy alternative to a standard freighter for trade runs where prejudice is anticipated.\n\nThe Vanguard model enhances speed, and as a consequence, the potential profitability of trading routes.",m,frigate,ship_m,fight,33000,68.683,887574,1044205,1200836,2430,100,0,17,15,teladi,1,2,1,2,4,10,15.1,7.188,7.188,5.75
ship_tel_m_bomber_01_b_macro,Peregrine Sentinel,"While originally designed as a bomber, the Teladi Peregrine has recently found popularity in the role of an escort ship. Its primary tactical advantage in this regard is its excellent turret coverage, which can be highly effective when appropriately armed.\n\nThe Peregrine Sentinel leans into this novel escort role, offering increased superstructure resilience.",m,gunboat,ship_m,fight,14000,34.121,739861,870425,1000989,1020,40,0,0,7,teladi,1,2,0,1,4,8,10.01,6.13,6.13,4.904
ship_tel_m_bomber_01_a_macro,Peregrine Vanguard,"While originally designed as a bomber, the Teladi Peregrine has recently found popularity in the role of an escort ship. Its primary tactical advantage in this regard is its excellent turret coverage, which can be highly effective when appropriately armed.\n\nThe Vanguard model, with additional speed, was an attempt to retrofit the Peregrine to make it more suitable for its original intended role. Debate continues as to whether this was a success.",m,gunboat,ship_m,fight,12000,28.434,625354,735710,846067,850,40,0,0,9,teladi,1,2,0,1,4,8,9.0,5.34,5.34,4.272
ship_tel_m_trans_container_02_b_macro,Tern Sentinel,"The Teladi Tern is a surprisingly cost effective and efficient freighter, a staple of many trading corporations. Its affordability and solid performance make it one of the more popular Teladi vessel designs.\n\nThe Tern Sentinel variant has a hardened hull composite, and is favoured by many traders.",m,transporter,ship_m,trade,8000,68.18,262323,308615,354907,13600,20,0,0,16,teladi,1,2,0,1,4,8,11.825,13.397,13.397,10.718
ship_tel_m_trans_container_02_a_macro,Tern Vanguard,"The Teladi Tern is a surprisingly cost effective and efficient freighter, a staple of many trading corporations. Its affordability and solid performance make it one of the more popular Teladi vessel designs.\n\nThe Vanguard model is optimised for speed, however, the reduction in cargo capacity reduces the Tern's overall trading performance.",m,transporter,ship_m,trade,7000,56.817,226117,266020,305923,10880,20,0,0,20,teladi,1,2,0,1,4,8,10.106,11.45,11.45,9.16
